Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
3a61eec8-9fc5-2b0b-bd89-37ffd5463816,1922-03-31,1993-08-29,999-46-3308,S99932725,X89730852X,Mrs.,Van763,Harriett813,Dietrich576,,Bernier607,M,white,nonhispanic,F,Marshfield  Massachusetts  US,173 Lebsack Crossing,Waltham,Massachusetts,Middlesex County,25017,02472,42.36035133643887,-71.19044158232364,23319.11,1095583.13,18198
33bf3bc0-761d-76d9-fc5f-f0726d182d11,1958-08-30,,999-21-1408,S99929359,X1367436X,Mr.,Jarod376,,Schroeder447,,,D,white,nonhispanic,M,Waltham  Massachusetts  US,823 Zemlak Loaf,Chicopee,Massachusetts,Hampden County,25013,01022,42.20764291452197,-72.58275154353558,225138.92,22933.01,40903
41007e75-d88c-45c2-967f-00696c055da8,1977-12-03,,999-76-2831,S99914719,X74661580X,Mr.,Lorenzo669,Martín25,Peres371,,,M,native,hispanic,M,Santiago  Santiago Province  CL,853 Johnson Parade,Easton,Massachusetts,Bristol County,,00000,42.01775655762221,-71.135414385278,134512.86,3672.94,37590
8ab1cc35-c0f6-3a5a-ac5c-42b7090b53fb,1977-09-26,,999-37-2254,S99999030,X28295522X,Mr.,Erick204,Mohammed454,Barton704,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,453 Renner Bypass,Shrewsbury,Massachusetts,Worcester County,,00000,42.25367419461027,-71.67748356149467,151753.74,8246.17,40365
1b5bb72d-f82b-5f6f-b4fa-b5c99e6224de,1997-12-15,,999-22-6017,S99944745,X72934137X,Mr.,Cyrus914,Roscoe437,Barton704,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,998 Toy Divide,Methuen,Massachusetts,Essex County,25009,01841,42.7167256623147,-71.14296454332631,61825.25,2015.41,120131
89932b3f-6d62-17d5-330a-869b9d352ce4,1922-03-31,1932-01-19,999-86-3391,,,,Genesis248,Alysha630,Lind531,,,,white,nonhispanic,F,Boston  Massachusetts  US,1039 Wilderman Vale,Waltham,Massachusetts,Middlesex County,25017,02472,42.377370299769204,-71.19893434743952,2736.80,24895.88,18198
44633ac7-56fb-75ed-1c95-84db720b023e,1978-05-24,,999-46-8806,S99913033,X47938463X,Mrs.,Estefana715,Herlinda751,Prohaska837,,Goodwin327,M,black,nonhispanic,F,North Adams  Massachusetts  US,352 Murphy Trail,Billerica,Massachusetts,Middlesex County,,00000,42.53250984980783,-71.25072472495962,143098.27,372735.20,33086
29f54292-7011-2c18-0e6c-10e56a201e8d,1995-10-31,,999-49-3232,S99973859,X40559721X,Mr.,Elliott563,Del587,Barrows492,,,S,white,nonhispanic,M,Brookline  Massachusetts  US,220 Vandervort Terrace,Boston,Massachusetts,Suffolk County,25025,02134,42.24254977521003,-71.04075764457336,70465.65,1992.76,130497
f9661cb7-0529-90cc-8e43-d1faeddd3649,2021-10-01,,999-89-4086,,,,Antony83,Bernie827,Kutch271,,,,white,nonhispanic,M,Framingham  Massachusetts  US,1029 Streich Crossing Unit 17,Dover,Massachusetts,Norfolk County,25021,02030,42.24717167774533,-71.33682150613785,17948.56,4902.98,110896
40d03770-f16c-ce66-09aa-2e5f8f54ec5b,1953-10-21,2014-12-18,999-44-9439,S99956518,X11071837X,Mr.,Rene434,Oswaldo857,Schneider199,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,612 Hahn Flat Apt 12,Barnstable,Massachusetts,Barnstable County,25001,02637,41.745266296118345,-70.3239381031788,462114.85,411733.30,59097
a336dfef-dbb2-1f60-4016-8e72d1250e43,1997-04-09,,999-33-2045,S99947910,X11786639X,Mr.,Harold594,Jason347,Ebert178,,,M,white,nonhispanic,M,Blackstone  Massachusetts  US,158 Romaguera Rest,Newton,Massachusetts,Middlesex County,25017,02465,42.35807765388175,-71.23163590646661,4869.30,68453.37,18516
db27de3a-a62e-739b-61ff-f05a545a5ec9,1968-11-12,2021-03-02,999-78-9334,S99974952,X9084261X,Mr.,Fidel864,Dick869,Hand679,,,D,black,nonhispanic,M,Brockton  Massachusetts  US,1042 Kozey Gate,Chicopee,Massachusetts,Hampden County,25013,01013,42.176064663472346,-72.57155138721163,18299.12,423476.31,17429
aa2e8abd-f1ce-0ab8-1f88-aacf1a9b5697,2020-09-20,,999-70-3061,,,,Matilde468,Voncile324,Lowe577,,,,black,nonhispanic,F,Sudbury  Massachusetts  US,650 Kuhlman Junction,Boston,Massachusetts,Suffolk County,25025,02152,42.25359600641722,-71.15446471113559,16885.90,0.00,122149
620ab23e-3c79-d438-bbe6-1580c6d0bbee,2007-03-28,,999-17-7793,S99953694,,Mr.,Garret233,Wade235,Mitchell808,,,,white,nonhispanic,M,Leverett  Massachusetts  US,813 Dicki Road Apt 4,Boston,Massachusetts,Suffolk County,25025,02215,42.32817871676235,-71.04181007191767,47117.91,2618.99,71841
425c4d5e-4c76-3abb-6a38-dcfb750b8bc4,1981-02-04,,999-21-4526,S99995029,X84145903X,Ms.,Elna874,Corrinne176,Hauck852,,,S,white,nonhispanic,F,Sharon  Massachusetts  US,200 Breitenberg Estate,Boston,Massachusetts,Suffolk County,25025,02108,42.34498290364351,-70.99744622432495,75812.80,327955.49,25645
ec2ae2ab-7e23-3ae4-150f-dfff85176ad3,1989-01-17,,999-91-5619,S99910028,X62754559X,Mr.,Grover559,Ivan258,Ankunding277,,,M,white,nonhispanic,M,Douglas  Massachusetts  US,642 Nienow Fort Suite 26,Belchertown,Massachusetts,Hampshire County,25015,01007,42.25882088427001,-72.38894556326706,85275.46,3276.15,83473
dad79af1-6f8d-9374-7833-93d738efc226,2025-06-15,,999-55-1040,,,,Truman805,,Schoen8,,,,white,hispanic,M,Milford  Massachusetts  US,492 Romaguera Mews,Maynard,Massachusetts,Middlesex County,25017,01754,42.43217039180224,-71.46468735379513,432.66,3188.65,243
7b780179-cfd0-da5f-d78c-46706e5fe242,2025-12-20,,999-48-2323,,,,Tammi724,Zandra428,Johns824,,,,white,nonhispanic,F,Groton  Massachusetts  US,345 Frami Bypass,Milton,Massachusetts,Norfolk County,25021,02186,42.26649335975776,-71.10321278812711,1014.27,0.00,64607
f00595a6-b427-c3b9-e462-a606cdc2afe1,1943-05-14,2004-11-27,999-76-2998,S99979871,X82457704X,Mr.,Domingo513,Kendall673,Roberts511,,,M,white,nonhispanic,M,Merrimac  Massachusetts  US,1021 O'Conner Avenue,Franklin,Massachusetts,Norfolk County,25021,02038,42.110877771875586,-71.42135884691776,215811.31,146167.08,176404
afbc2aca-903c-d5b2-b2b3-4978a24eeaa9,2019-08-28,,999-83-4245,,,,Debi992,Leann224,Robel940,,,,white,nonhispanic,F,Fall River  Massachusetts  US,271 Trantow Crossroad,Haverhill,Massachusetts,Essex County,25009,01832,42.757089054257705,-71.09001249654371,1228.82,18705.10,19151
8bccc4cb-6530-8707-43c7-12a67d210d67,1971-04-25,,999-86-2817,S99926830,X32354689X,Mrs.,Roxann426,Darcel357,Homenick806,,Kihn564,M,white,nonhispanic,F,Holden  Massachusetts  US,654 Baumbach Throughway Apt 68,Lawrence,Massachusetts,Essex County,25009,01841,42.69845376749308,-71.16775675103884,206751.19,669813.65,25403
81cb4472-77d6-991a-1fc4-027c45685fad,1951-03-18,2012-07-07,999-16-5191,S99943550,X89739881X,Mrs.,Jennine355,Margart214,Hoppe518,,Auer97,M,white,nonhispanic,F,Springfield  Massachusetts  US,145 Hudson Boulevard,Worcester,Massachusetts,Worcester County,25027,01602,42.35329007218479,-71.73811057409398,1175037.01,155563.28,66561
2bfafa22-4853-dbd6-c9ea-a79791292f8d,2001-07-29,,999-28-1106,S99931472,X76098037X,Ms.,Julietta740,Jaime666,Brakus656,,,,white,nonhispanic,F,Seekonk  Massachusetts  US,539 Carter Bridge Apt 70,Williamstown,Massachusetts,Berkshire County,25003,01267,42.64486748182175,-73.22038003684052,49658.34,30499.46,96338
7cc0b3b9-87a1-9efd-e785-be6a477d732b,2025-05-22,,999-51-8413,,,,Denis399,Hiram237,Zulauf375,,,,black,nonhispanic,M,New Bedford  Massachusetts  US,1065 Abshire Dale,Arlington,Massachusetts,Middlesex County,25017,02474,42.414231173095466,-71.14777961775835,4218.41,0.00,217893
a690b945-8c97-6545-8357-dc2571391ed7,1978-08-02,,999-40-8544,S99918608,X31605937X,Mr.,Roland928,Horace32,Jast432,,,M,white,nonhispanic,M,Ipswich  Massachusetts  US,802 Bergstrom Overpass,Dedham,Massachusetts,Norfolk County,25021,02090,42.22426195182666,-71.22150935104996,107504.59,17031.35,68611
2cde85c2-6868-c9f6-caf6-800eb11d31c5,1995-08-28,,999-42-5162,S99996745,X28767087X,Mr.,Lynn917,Guy979,Dach178,,,M,asian,nonhispanic,M,Chicopee  Massachusetts  US,270 Moore Mission,Bedford,Massachusetts,Middlesex County,25017,01730,42.547419234276056,-71.27251993729247,64220.30,11114.79,149324
3565e843-a9f7-716d-404b-ffe4a623c8da,1968-11-12,,999-77-8097,S99976299,X7317906X,Mr.,Elmer371,Tracy345,Kilback373,,,D,black,nonhispanic,M,New Bedford  Massachusetts  US,493 Ryan Neck,Chicopee,Massachusetts,Hampden County,25013,01013,42.18497030540601,-72.51647537872196,19110.79,267531.19,17429
da2dfca5-028f-b51d-257d-9cf49ae52d30,1953-10-21,,999-55-5197,S99969302,X11078286X,Mr.,Antony83,Kermit56,Dickens475,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,890 Pfannerstill Park Suite 8,Barnstable,Massachusetts,Barnstable County,25001,02637,41.688560357690044,-70.27845467258723,265072.62,62565.18,59097
901ba524-e1f4-f5f3-7b91-d2ace74707fe,1989-04-01,,999-70-5648,S99992169,X24901805X,Mr.,Irving123,,Runte676,,,S,asian,nonhispanic,M,Marlborough  Massachusetts  US,751 Bernhard Bay Unit 11,Arlington,Massachusetts,Middlesex County,25017,02476,42.44363084550969,-71.13865462323682,86949.15,18325.79,175816
a9440810-d941-1343-a3aa-686618cb0b74,1934-10-14,2018-02-15,999-51-5019,S99960790,X18321988X,Mr.,Lyman173,Eldon28,Pacocha935,,,S,white,hispanic,M,North Scituate  Massachusetts  US,199 Friesen Hollow Apt 28,Palmer,Massachusetts,Hampden County,25013,01009,42.18483463588113,-72.35681890314,158086.46,1162104.12,72217
8d40b87e-791d-87de-6dbf-c7502b2f559f,1943-05-14,,999-13-9961,S99921259,X25372153X,Mr.,Roland928,,Monahan736,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,489 Becker Trailer,Franklin,Massachusetts,Norfolk County,25021,02038,42.1339115613017,-71.45520681424763,162212.78,209699.93,176404
10382a5c-6121-1daa-db39-1d19bc3b3869,1951-03-18,,999-92-4175,S99923667,X86841733X,Mrs.,Callie226,Cristal338,McCullough561,,Crooks415,M,white,nonhispanic,F,Lowell  Massachusetts  US,644 Shields Trafficway,Worcester,Massachusetts,Worcester County,25027,01609,42.29317856291685,-71.81151726561001,1000758.78,215138.34,66561
785492ce-76ad-9aa9-b009-a20fb38e1eaa,1941-06-27,2023-02-13,999-39-3838,S99974929,X66784902X,Mr.,Ramiro608,Mark765,Grimes165,,,S,white,nonhispanic,M,Millis-Clicquot  Massachusetts  US,929 Kohler Track,Brockton,Massachusetts,Plymouth County,25023,02351,42.1105360585799,-70.97936105392733,314980.27,221959.56,49055
a9611765-46d0-45b5-3290-b30d4ab909dd,1955-08-17,2010-01-13,999-68-2617,S99970707,X37572031X,Mr.,Keith571,Rickey821,Keebler762,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,655 Bogan Highlands Unit 68,Springfield,Massachusetts,Hampden County,25013,01108,42.16799647143675,-72.54720042070566,70632.40,832254.66,22048
6c763d22-cfee-c091-409b-4defd5ab3219,1934-10-14,2021-02-05,999-44-1863,S99915765,X77598163X,Mr.,Franklin857,,Waelchi213,,,M,white,hispanic,M,Dover  Massachusetts  US,1065 Ratke Mission Suite 1,Palmer,Massachusetts,Hampden County,25013,01009,42.13810697819609,-72.44232780238143,222327.30,171181.50,72217
ab2de2fd-bba5-f64f-4f8b-ff1e62e1416a,1922-03-31,1988-11-11,999-39-2951,S99961585,X66541442X,Mrs.,Hailey792,,Dicki44,,Bruen238,M,white,nonhispanic,F,Orange  Massachusetts  US,753 Frami Park Unit 90,Waltham,Massachusetts,Middlesex County,25017,02453,42.429191272070355,-71.25636601324929,48985.14,1134406.05,18198
67a9dbec-2cf3-ee70-948e-f95d888c36c2,1955-08-17,,999-69-2020,S99994656,X64061987X,Mr.,Quincy153,Houston994,Schowalter414,,,S,white,nonhispanic,M,Wrentham  Massachusetts  US,881 Kuphal Haven,Springfield,Massachusetts,Hampden County,25013,01199,42.0890532151084,-72.56053028760815,12393.27,282123.08,22048
2d1ca28b-b10f-4fd1-d361-73f0be7a2f7f,1934-10-14,2002-11-18,999-60-8371,S99967722,X36000964X,Mr.,Kurt412,Herb645,Quitzon246,,,S,white,hispanic,M,Worcester  Massachusetts  US,500 Schmitt Terrace,Palmer,Massachusetts,Hampden County,25013,01079,42.1229699556497,-72.4706196798267,156938.48,29229.23,72217
a55e87fa-16c5-f9ba-489c-bcc1dd6042a8,1922-03-31,,999-18-8666,S99936944,X74711622X,Mrs.,Helga481,Terrilyn343,Smitham825,,Lebsack687,D,white,nonhispanic,F,Winchester  Massachusetts  US,143 Bradtke Loaf,Waltham,Massachusetts,Middlesex County,25017,02453,42.360214752415736,-71.1934178339558,33694.30,1448247.58,18198
feac0f03-b01e-fcb2-6faa-356550ea24d7,1934-10-14,2011-07-04,999-53-6454,S99943710,X42228336X,Mr.,Alonzo487,Antione404,Bins636,,,M,white,hispanic,M,Seekonk  Massachusetts  US,985 Wilkinson Union,Palmer,Massachusetts,Hampden County,25013,01009,42.19468212643814,-72.33441468047516,105242.62,154418.58,72217
414fdb45-1c19-18b4-bb1d-8eb35d67f180,1934-10-14,1960-05-29,999-97-1113,S99947885,X15896321X,Mr.,Lawrence741,Garfield38,Jacobson885,,,,white,hispanic,M,Holyoke  Massachusetts  US,665 Kemmer Knoll,Palmer,Massachusetts,Hampden County,25013,01057,42.165194073935105,-72.38280753771373,84059.49,92597.72,72217
50d15fa2-4934-9579-0fe2-2b30f3f90431,1941-06-27,2005-10-14,999-68-8562,S99959539,X65982657X,Mr.,Tod265,Luis923,Cruickshank494,,,W,white,nonhispanic,M,Fall River  Massachusetts  US,447 Rath Crossing Suite 73,Brockton,Massachusetts,Plymouth County,25023,02351,42.1253840725919,-71.04557208599387,529507.26,246692.20,49055
160d565b-c580-6a8b-6637-7445e3d41e74,1934-10-14,2015-03-19,999-24-7301,S99962695,X858480X,Mr.,Christopher407,Agustin437,Altenwerth646,,,M,white,hispanic,M,Taunton  Massachusetts  US,397 Maggio Street,Palmer,Massachusetts,Hampden County,25013,01009,42.19772683917568,-72.28653987585953,559895.86,429775.66,72217
a78268bf-7192-2c82-762d-6fc7afe6d251,1941-06-27,,999-43-3116,S99992577,X16893847X,Mr.,Parker433,,Skiles927,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,1092 Conroy Crossroad,Brockton,Massachusetts,Plymouth County,25023,02302,42.055252855402685,-71.03969980683203,254996.40,195139.69,49055
4adc7b83-0b8c-4415-50ae-39f090caafa3,1934-10-14,2014-12-05,999-48-7824,S99935454,X50578695X,Mr.,Kip442,Logan497,Fay398,,,D,white,hispanic,M,Brookline  Massachusetts  US,216 Rosenbaum Passage,Palmer,Massachusetts,Hampden County,25013,01009,42.229861192371466,-72.35277823135564,163191.64,186473.39,72217
fa40b1ed-6ea6-3bef-5b75-888f8fa300a0,1934-10-14,,999-17-1685,S99929504,X44628861X,Mr.,Florentino8,Jamal145,Berge125,,,M,white,hispanic,M,Winthrop  Massachusetts  US,710 Dicki Lodge,Palmer,Massachusetts,Hampden County,25013,01080,42.17144781906437,-72.33982775294803,295441.31,147550.88,72217
